"group.all" "pa" "lon" "lat" "wc2.0_bio_10m_04" "wc2.0_bio_10m_05" "wc2.0_bio_10m_13" "wc2.0_bio_10m_14"
"62" 2 0 -54.9166666666667 -20.4166666666667 196.735677954737 31.90625 228 39
"63" 2 0 -45.9166666666667 -1.58333333333333 42.6828710970876 32.1564979553223 472 17
"64" 2 0 -62.4166666666667 -19.4166666666667 271.331464031937 34.0625 88 5
"65" 2 0 -74.9166666666667 -14.9166666666667 216.494995732846 28.2972507476807 3 0
"66" 3 0 -41.75 -17.0833333333333 177.420787063942 29.5279998779297 181 10
"67" 3 0 -52.0833333333333 -17.25 143.805717108196 30.2447509765625 309 15
"68" 3 0 -70.0833333333333 -15.4166666666667 135.862437133271 20.9002494812012 148 3
"69" 3 0 -60.25 2.75 71.4740786168069 33.411750793457 357 36
"70" 1 0 -38.5833333333333 -10.75 173.796532781133 31.4087505340576 93 24
"71" 3 0 -64.0833333333333 1.75 34.4783701999985 30.140251159668 353 124
"72" 2 0 -49.25 -28.25 317.279638712942 28.6744995117188 185 80
"73" 2 0 -75.75 -8.75 28.0340176297927 30.6865005493164 406 145
"74" 1 0 -45.25 -20.9166666666667 231.544850945425 29.84375 297 21
"75" 2 0 -68.25 -13.0833333333333 117.952511552834 31.6580009460449 296 52
"76" 1 0 -41.4166666666667 -16.9166666666667 179.487016299132 29.4537506103516 170 14
"77" 2 0 -57.9166666666667 -2.75 61.3039997948235 32.5122489929199 321 51
"78" 3 0 -75.4166666666667 -0.0833333333333286 65.9484267347927 30.8347492218018 343 136
"79" 2 0 -62.75 -12.0833333333333 65.9527295783238 32.0422515869141 264 8
"80" 2 0 -58.9166666666667 -17.0833333333333 196.951103209041 34.7172508239746 246 32
"81" 1 0 -74.0833333333333 -8.41666666666666 50.4667183885748 31.6545009613037 235 49
"82" 2 0 -68.0833333333333 -5.25 38.4499298272669 30.9890003204346 334 88
"83" 1 0 -55.75 -11.9166666666667 67.2188843762627 34.0492515563965 316 2
"84" 3 0 -39.75 -12.75 150.186414908457 27.8627490997314 85 20
"85" 3 0 -53.75 -7.58333333333333 38.0293812120534 32.471248626709 320 14
"86" 3 0 -36.0833333333333 -7.58333333333333 135.539317277785 29.7840003967285 99 5
"87" 2 0 -62.75 -6.41666666666666 33.2109693432327 31.7642498016357 302 41
"88" 1 0 -57.0833333333333 5.08333333333334 65.2762630506988 32.8764991760254 324 75
"89" 3 0 -76.25 -11.25 114.336178058192 14.6534996032715 155 13
"90" 3 0 -38.9166666666667 -6.75 111.748288893096 33.9457511901855 226 5
"91" 2 0 -55.0833333333333 5.58333333333334 63.8431436090562 32.4684982299805 315 95
"92" 2 0 -67.4166666666667 -5.75 39.1471810793429 31.1680011749268 330 71
"93" 3 0 -39.25 -11.0833333333333 173.857044144881 31.4307498931885 80 15
"94" 3 0 -62.5833333333333 5.41666666666667 46.2992380058633 30.7959995269775 385 58
"95" 2 0 -52.25 2.75 58.3616353711051 32.3505020141602 386 55
"96" 1 0 -59.75 -5.58333333333333 37.9720330413802 32.427001953125 312 56
"97" 1 0 -64.4166666666667 -22.75 408.629667733324 32.2992515563965 218 5
"98" 2 0 -55.75 -2.58333333333333 62.6780027244408 32.6430015563965 322 36
"99" 2 0 -62.5833333333333 -21.0833333333333 360.248646518366 34.851001739502 82 2
"100" 3 0 -70.4166666666667 -12.75 93.7761121751406 30.8094997406006 628 172
"101" 1 0 -53.75 -14.4166666666667 142.074164331601 32.798999786377 334 6
"102" 3 0 -57.0833333333333 -27.4166666666667 400.192168680284 31.8834991455078 172 61
"103" 3 0 -61.75 -19.4166666666667 275.14372904038 34.1209983825684 83 8
"104" 1 0 -57.25 -19.0833333333333 236.194500454243 34.117748260498 196 25
"105" 3 0 -46.25 -9.25 83.7148634340046 32.7200012207031 222 1
"106" 2 0 -64.75 -11.4166666666667 67.2641737515092 32.6767501831055 261 9
"107" 1 0 -58.25 -12.25 86.8769839763897 32.8757514953613 341 4
"108" 3 0 -43.25 -9.58333333333333 86.0608336438138 33.6684989929199 140 0
"109" 2 0 -49.4166666666667 -9.91666666666666 61.9912982586406 33.2369995117188 274 6
"110" 3 0 -64.25 -18.25 177.320311046686 26.9112491607666 110 6
"111" 1 0 -66.9166666666667 1.41666666666667 40.1387208866381 32.705249786377 393 191
"112" 1 0 -64.9166666666667 -1.08333333333333 30.8186435322519 31.7217502593994 317 159
"113" 1 0 -77.75 -10.0833333333333 94.9937621227755 23.9077491760254 66 0
"114" 3 0 -66.75 -6.91666666666666 42.3974066650183 31.3392486572266 335 52
"115" 3 0 -43.0833333333333 -11.9166666666667 103.849961632871 33.4809989929199 163 0
"116" 2 0 -72.5833333333333 -11.25 62.6686205905161 31.3859996795654 261 52
"117" 2 0 -51.9166666666667 -23.4166666666667 298.869952801794 28.6490001678467 159 45
"118" 2 0 -57.0833333333333 -15.0833333333333 147.098395502913 34.2319984436035 218 16
"119" 2 0 -78.9166666666667 -8.25 196.522062273216 27.4766464233398 13 0
"120" 2 0 -72.25 -12.0833333333333 65.5596607419581 28.6447505950928 274 55
"121" 2 0 -44.25 -19.5833333333333 191.727995996602 30.0849990844727 287 12
"122" 1 0 -53.0833333333333 -10.0833333333333 40.6860064071928 33.6712493896484 361 4
"123" 1 0 -59.5833333333333 -17.75 203.413664356098 33.3802490234375 222 38
"124" 2 0 -64.75 -15.4166666666667 165.316308280273 32.5012512207031 354 54
"125" 1 0 -47.75 -17.5833333333333 169.129524044408 30.0419998168945 310 9
"126" 2 0 -71.9166666666667 -5.58333333333333 44.4535992116802 31.0827503204346 300 109
"127" 2 0 -51.25 -29.0833333333333 332.538162988012 25.2737503051758 182 121
"128" 3 0 -70.9166666666667 -8.75 64.0648570376369 31.0960006713867 274 49
"129" 2 0 -74.25 0.75 75.220782572297 30.5485000610352 336 67
"130" 2 0 -75.9166666666667 -2.75 44.4648154621125 31.2269992828369 293 179
"131" 2 0 -60.75 -3.75 37.4078735326172 32.0462493896484 300 68
"132" 3 0 -57.0833333333333 -0.916666666666657 59.6825655829651 32.6334991455078 398 93
"133" 2 0 -52.75 -17.0833333333333 165.01291073294 32.0237503051758 311 13
"134" 1 0 -55.75 -12.0833333333333 70.7542585792856 34.0699996948242 326 2
"135" 3 0 -55.75 -26.75 374.205357401702 31.5214996337891 167 88
"136" 1 0 -52.4166666666667 -10.0833333333333 42.5392493114939 33.8544998168945 334 5
"137" 1 0 -49.9166666666667 -9.58333333333333 49.0916082252901 33.4124984741211 288 7
"138" 2 0 -51.4166666666667 -0.0833333333333286 66.5187425172574 32.9819984436035 347 38
"139" 2 0 -54.0833333333333 -17.75 186.663116795514 32.7747497558594 279 18
"140" 1 0 -64.9166666666667 -10.75 64.1922020412896 32.8409996032715 278 17
"141" 3 0 -50.75 -11.4166666666667 78.4763591841587 34.3084983825684 307 4
"142" 1 0 -53.5833333333333 -2.41666666666666 57.4290736000726 31.6649990081787 289 28
"143" 3 0 -52.0833333333333 -23.75 298.617889655087 29.6014995574951 183 61
"144" 3 0 -57.5833333333333 -0.25 56.657991671314 31.5725002288818 360 106
"145" 2 0 -54.75 -18.75 201.271608877806 33.1694984436035 250 27
"146" 3 0 -54.5833333333333 -31.9166666666667 449.776065071668 29.3877506256104 126 95
"147" 1 0 -50.4166666666667 -14.0833333333333 112.536046661594 34.1102485656738 281 4
"148" 1 0 -59.5833333333333 -7.75 33.9349294203128 31.9069995880127 300 15
"149" 2 0 -74.25 -6.25 40.4656463404864 32.2459983825684 266 91
"150" 3 0 -58.25 -21.75 312.409424824912 34.6964988708496 139 24
"151" 3 0 -48.4166666666667 -4.58333333333333 46.906335909485 32.3224983215332 340 24
"152" 3 0 -56.5833333333333 -14.9166666666667 137.125722225036 33.359748840332 194 18
"153" 1 0 -62.75 -4.08333333333333 29.5351069222028 31.3799991607666 311 99
"154" 2 0 -43.5833333333333 -7.08333333333333 121.710716293646 34.1629981994629 188 2
"155" 2 0 -45.9166666666667 -17.0833333333333 172.56061573809 32.7820014953613 237 5
"156" 2 0 -47.5833333333333 -19.4166666666667 167.707251131021 28.21875 314 14
"157" 1 0 -51.9166666666667 2.58333333333334 62.6385755926871 32.1702499389648 385 55
"158" 3 0 -52.75 -23.5833333333333 284.138737455709 29.5032501220703 161 59
"159" 1 0 -63.9166666666667 -19.9166666666667 279.897111079059 31.0429992675781 131 10
"160" 3 0 -67.75 -12.9166666666667 118.246519944266 32.2190017700195 278 44
"161" 1 0 -50.75 -7.75 38.6453128198655 32.2410011291504 281 13
"162" 2 0 -41.0833333333333 -5.91666666666666 91.2500117018229 31.3197498321533 213 1
"163" 1 0 -67.75 -3.08333333333333 34.4183070300849 30.9507503509521 302 153
"164" 3 0 -61.25 -20.4166666666667 318.557184115645 34.7662506103516 77 5
"165" 1 0 -49.0833333333333 -2.41666666666666 39.7185540150531 31.9392490386963 426 54
"166" 3 0 -59.9166666666667 -25.25 403.898648173994 33.8537521362305 146 20
"167" 3 0 -55.9166666666667 -21.25 260.786286963732 32.1762504577637 191 42
"168" 1 0 -57.9166666666667 -26.75 400.608854113449 32.3562507629395 161 51
"169" 3 0 -63.9166666666667 -16.0833333333333 177.784754164484 32.5154991149902 316 54
"170" 2 0 -57.75 -30.75 469.946041642002 31.3137493133545 156 64
"171" 3 0 -61.75 -11.0833333333333 58.2359157837152 32.1902503967285 379 12
"172" 3 0 -54.4166666666667 -14.0833333333333 121.162810166637 33.0694999694824 297 4
"173" 2 0 -56.5833333333333 -31.4166666666667 477.073700894419 30.5402507781982 140 81
"174" 2 0 -60.4166666666667 -12.4166666666667 79.4318809188274 32.1112480163574 305 8
"175" 1 0 -57.5833333333333 -4.25 54.7661929617085 32.5942497253418 328 79
"176" 1 0 -48.9166666666667 -26.25 299.096530848781 28.6897506713867 240 81
"177" 3 0 -35.25 -7.25 121.996650904962 31.4942493438721 157 22
"178" 3 0 -35.25 -6.91666666666666 117.626296793957 31.8910007476807 170 22
"179" 3 0 -69.0833333333333 -11.25 100.629314623358 31.6235008239746 235 23
"180" 3 0 -47.0833333333333 -17.4166666666667 169.914425301982 30.7040004730225 311 8
"181" 1 0 -68.75 -17.4166666666667 187.613455172527 20.9020004272461 117 2
"182" 2 0 -77.25 -8.25 44.8158487367807 18.3352508544922 146 14
"183" 1 0 -57.9166666666667 3.25 60.5495355768469 32.0419998168945 357 56
"184" 2 0 -57.0833333333333 -20.5833333333333 260.114503924053 33.1862487792969 176 35
"185" 1 0 -65.25 -18.5833333333333 220.023317198683 28.2577495574951 138 3
"186" 3 0 -52.75 -23.0833333333333 271.752081115283 30.7207508087158 158 48
"187" 2 0 -52.75 -5.91666666666666 33.4136432805904 31.5725002288818 310 29
"188" 2 0 -68.5833333333333 -0.75 43.7669990401762 30.5634994506836 336 227
"189" 2 0 -49.25 -7.91666666666666 53.0692020024548 33.653751373291 279 11
"190" 2 0 -41.5833333333333 -20.4166666666667 222.927932131373 29.150749206543 214 26
"191" 3 0 -61.5833333333333 -20.9166666666667 347.431418308614 34.7639999389648 81 5
"192" 1 0 -44.25 -14.75 131.776952769325 31.605749130249 215 1
"193" 3 0 -47.5833333333333 -0.75 51.2819034742559 31.2644557952881 516 19
"194" 3 0 -56.25 -31.9166666666667 480.650124071616 30.0270004272461 129 85
"195" 1 0 -60.0833333333333 -14.4166666666667 130.259049573367 33.4365005493164 287 12
"196" 1 0 -42.0833333333333 -20.5833333333333 232.517260414284 28.3595008850098 233 19
"197" 3 0 -72.25 2.91666666666667 109.030624835432 32.935001373291 368 29
"198" 2 0 -67.9166666666667 -12.75 114.904365080436 32.1807479858398 280 44
"199" 2 0 -50.0833333333333 -11.5833333333333 84.9913575422177 33.8110008239746 297 4
"200" 2 0 -68.25 2.25 55.9656860081457 31.6184997558594 437 150
"201" 2 0 -58.9166666666667 -19.5833333333333 244.004268829069 34.8414993286133 129 19
"202" 1 0 -50.25 0.416666666666671 75.9753013943681 32.6862487792969 375 20
"203" 1 0 -60.75 -19.5833333333333 275.486767030301 34.7922515869141 84 9
"204" 2 0 -48.0833333333333 -11.9166666666667 90.6754653616712 32.8792495727539 278 3
"205" 3 0 -50.4166666666667 -24.25 280.175400554818 27.6019992828369 170 68
"206" 3 0 -72.25 -15.75 101.257406624698 22.4220008850098 50 1
"207" 3 0 -57.25 -3.08333333333333 64.1266388227169 32.7734985351562 339 74
"208" 1 0 -40.75 -10.5833333333333 155.500375319721 30.3344993591309 84 5
"209" 1 0 -71.25 -15.9166666666667 197.188405682871 18.4424991607666 99 1
"210" 1 0 -61.5833333333333 -0.916666666666657 34.5807663189827 31.83424949646 355 143
"211" 1 0 -67.9166666666667 -0.25 45.7055976867453 30.7437496185303 339 217
"212" 3 0 -52.25 -1.91666666666666 54.8732425343149 31.8547496795654 337 47
"213" 2 0 -41.5833333333333 -3.25 76.0076482105481 33.351001739502 266 1
"214" 1 0 -44.5833333333333 -9.25 97.4104001848259 33.4824981689453 171 2
"215" 1 0 -47.0833333333333 -3.91666666666666 45.0354287910231 31.9972496032715 332 25
"216" 2 0 -55.9166666666667 -11.9166666666667 72.3291412058891 33.7369995117188 319 2
"217" 1 0 -57.4166666666667 -10.5833333333333 47.50034246429 32.4314994812012 380 2
"218" 3 0 -68.25 -13.9166666666667 128.092324828174 29.4780006408691 289 65
"219" 3 0 -41.25 -9.75 117.811268742683 33.7517509460449 106 0
"220" 2 0 -68.0833333333333 -6.75 46.8149722167114 31.1885013580322 331 51
"221" 3 0 -58.25 -22.75 337.295533267496 34.4472503662109 139 28
"222" 1 0 -63.75 4.25 42.6664919848819 30.9794998168945 409 90
"223" 1 0 -75.9166666666667 -0.25 58.5248216192495 30.6704998016357 354 174
"224" 3 0 -53.0833333333333 -18.9166666666667 175.469311006682 30.9447498321533 280 25
"225" 2 0 -47.25 -8.91666666666666 71.345594517429 32.8562507629395 257 2
"226" 3 0 -72.0833333333333 -1.58333333333333 51.8349382764287 31.2325000762939 313 187
"227" 1 0 -69.9166666666667 0.416666666666671 50.7351919257526 30.4500007629395 359 220
"228" 3 0 -57.0833333333333 -17.9166666666667 214.653031433319 33.9290008544922 212 22
"229" 2 0 -74.25 -12.5833333333333 67.7879060616786 18.232250213623 147 18
"230" 3 0 -54.25 -25.25 353.129485354314 30.3822498321533 232 104
"231" 1 0 -63.75 -16.5833333333333 199.628561960228 32.2070007324219 299 54
"232" 1 0 -68.4166666666667 -10.0833333333333 87.9848829828271 31.4375 245 37
"233" 1 0 -43.0833333333333 -10.5833333333333 77.7159958669194 33.7362518310547 140 1
"234" 2 0 -40.0833333333333 -10.9166666666667 166.160662235739 32.0222511291504 90 18
"235" 2 0 -45.0833333333333 -7.91666666666666 98.1998167763068 33.0512504577637 187 1
"236" 2 0 -59.4166666666667 0.916666666666671 55.2625629255068 32.4282493591309 326 68
"237" 1 0 -60.4166666666667 -24.5833333333333 401.754235355767 34.3380012512207 138 13
"238" 3 0 -49.9166666666667 -5.75 50.2813642144331 32.6495018005371 309 22
"239" 2 0 -37.4166666666667 -5.08333333333333 66.0315011319823 33.4194984436035 207 2
"240" 2 0 -41.4166666666667 -16.75 179.221765783238 29.8712501525879 170 11
"241" 2 0 -68.9166666666667 -16.9166666666667 207.558907195397 21.4475002288818 145 2
"242" 2 0 -51.9166666666667 -8.75 34.0269480129244 32.5934982299805 298 9
"243" 1 0 -63.4166666666667 -1.75 26.731206037223 31.3990001678467 311 153
"244" 3 0 -74.75 -4.58333333333333 39.3322269193381 32.0737495422363 245 115
"245" 1 0 -54.9166666666667 -30.0833333333333 422.396855443567 30.1867504119873 151 118
"246" 2 0 -59.9166666666667 -5.25 38.4747812155403 32.4362525939941 308 66
"247" 3 0 -48.75 -10.75 84.9979179827785 31.6774997711182 265 6
"248" 3 0 -72.0833333333333 -11.4166666666667 68.5206066393823 30.9209995269775 286 58
"249" 1 0 -53.4166666666667 -21.25 221.913890534445 31.4834995269775 195 30
"250" 3 0 -47.4166666666667 -2.41666666666666 44.5664573935812 31.8015003204346 406 52
"251" 1 0 -74.4166666666667 2.58333333333334 58.0679603384882 30.6137504577637 270 57
"252" 1 0 -43.4166666666667 -12.4166666666667 107.591370654473 33.0494995117188 162 1
"253" 2 0 -46.75 -1.25 45.9069854657347 32.2502517700195 443 12
"254" 1 0 -62.75 -13.0833333333333 83.0679798894483 32.2150001525879 253 8
"255" 3 0 -71.0833333333333 -10.0833333333333 72.1416601564021 31.4447498321533 248 30
"256" 3 0 -41.4166666666667 -9.25 109.424381889005 34.4775009155273 124 1
"257" 1 0 -57.4166666666667 -3.75 59.8714771919967 32.6692504882812 312 76
"258" 2 0 -60.4166666666667 -1.91666666666666 41.2402588941147 31.8274993896484 328 122
"259" 1 0 -59.4166666666667 -2.91666666666666 51.8672781201254 32.2249984741211 309 93
"260" 2 0 -74.5833333333333 -11.0833333333333 60.9019782625274 28.9357509613037 252 67
"261" 2 0 -53.4166666666667 -33.0833333333333 417.768025632298 26.5534992218018 126 85
"262" 1 0 -47.25 -1.58333333333333 45.2521150996703 32.0999984741211 442 27
"263" 1 0 -52.0833333333333 -18.4166666666667 159.95355162103 30.7534999847412 298 20
"264" 3 0 -44.0833333333333 -19.4166666666667 203.750388838543 31.0427494049072 269 10
"265" 1 0 -38.0833333333333 -10.75 171.255522030911 29.8242492675781 105 28
"266" 3 0 -65.9166666666667 -5.91666666666666 33.5811615073732 31.3727493286133 363 69
"267" 2 0 -67.75 -5.75 39.9037341122641 31.2880001068115 332 72
"268" 2 0 -69.25 -4.75 39.7485028018803 30.9995002746582 303 106
"269" 2 0 -79.9166666666667 -3.08333333333333 109.841193034075 30.7336139678955 116 13
"270" 1 0 -39.0833333333333 -14.5833333333333 133.376347960323 29.3431663513184 206 117
"271" 1 0 -51.9166666666667 -5.25 35.9626146688383 31.0960006713867 299 24
"272" 3 0 -45.75 -11.4166666666667 95.672588726489 31.2145004272461 209 1
"273" 1 0 -56.9166666666667 -7.91666666666666 42.2908470608299 32.1027488708496 344 14
"274" 1 0 -50.5833333333333 -25.5833333333333 313.630698464041 26.7159996032715 175 75
"275" 2 0 -52.4166666666667 1.91666666666667 62.4976428939686 32.109001159668 347 58
"276" 1 0 -80.75 -4.58333333333333 201.809883743281 31.6782493591309 69 1
"277" 1 0 -63.5833333333333 -22.5833333333333 395.298436513519 34.726749420166 221 6
"278" 2 0 -39.75 -13.75 146.803610855177 27.3320007324219 160 111
"279" 2 0 -75.0833333333333 -13.75 124.454681240515 13.7259998321533 151 1
"280" 2 0 -58.0833333333333 6.08333333333334 53.3021775910281 31.9737491607666 346 91
"281" 3 0 -63.25 -23.75 435.540883053707 34.9642486572266 157 5
"282" 3 0 -71.4166666666667 -8.08333333333333 57.0220769776807 30.6680011749268 268 53
"283" 1 0 -43.75 -10.9166666666667 97.0587867610286 33.150749206543 157 0
"284" 2 0 -45.4166666666667 -17.75 165.61643379389 30.1797504425049 242 6
"285" 3 0 -63.25 -13.5833333333333 92.3987288459268 32.2487487792969 237 12
"286" 3 0 -67.9166666666667 0.916666666666671 44.3325271324902 31.6165008544922 403 237
"287" 3 0 -78.25 -2.75 53.1766120760047 28.7917499542236 251 119
